======================== REPORT OF INPUTS - INCLUSION ANALYSIS ========================

       Label         |      Prediction      |        Input         |       p_value        |    Standard_error    |       In_model      
    pie_derecho      |        False         |    lambda_xyz_14    |      30.293731      |       0.459231      |        False        
    pie_derecho      |        False         |    lambda_xyz_15    |      26.272919      |       0.738812      |        False        
    pie_derecho      |        False         |    lambda_xyz_16    |      25.419700      |       0.682777      |        False        
    pie_derecho      |        False         |    lambda_xyz_17    |      22.708097      |       0.700684      |        False        
    pie_derecho      |        False         |    lambda_xyz_18    |      23.486920      |       0.602191      |        False        
    pie_derecho      |        False         |    lambda_xyz_19    |      26.163625      |       0.783839      |        False        
    pie_derecho      |        False         |    lambda_xyz_20    |      24.702813      |       0.728057      |        False        
    pie_derecho      |         True         |      ancho pie      |       0.002173      |       0.474008      |        False        
    pie_derecho      |         True         |      largo pie      |       0.003109      |       0.485921      |        False        
    pie_derecho      |         True         |  distancia talones  |       0.002541      |       0.806970      |        False        
    pie_derecho      |         True         |     largo tibia     |       0.001407      |       0.878438      |        False        
    pie_derecho      |         True         |     largo muslo     |       0.001820      |       0.879397      |        False        
    pie_derecho      |         True         |     largo lumbar    |       0.002448      |       0.342189      |        False        
    pie_derecho      |         True         |         edad        |       0.010440      |       0.646337      |        False        
    pie_derecho      |         True         |        altura       |       0.001899      |       0.848996      |        False        
    pie_derecho      |         True         |         peso        |       0.000941      |       0.269125      |        False        
    pie_derecho      |         True         |        LLE_x        |       1.077246      |       0.985385      |        False        
    pie_derecho      |         True         |        LLE_y        |       1.061611      |       0.988812      |        False        
    pie_derecho      |         True         |        LLE_z        |       0.816340      |       0.772904      |        False        
    pie_derecho      |         True         |        LLE_yz       |       1.987936      |       0.975454      |        False        
    pie_derecho      |         True         |       LLE_xyz       |       7.876479      |       0.249427      |        False        
    pie_derecho      |         True         |      lambda_x_1     |       3.688081      |       0.535098      |        False        
    pie_derecho      |         True         |      lambda_x_2     |       3.392852      |       0.445770      |        False        
    pie_derecho      |         True         |      lambda_x_3     |       3.240996      |       0.508953      |        False        
    pie_derecho      |         True         |      lambda_x_4     |       2.732286      |       0.492463      |        False        
    pie_derecho      |         True         |      lambda_x_5     |       2.868673      |       0.474262      |        False        
    pie_derecho      |         True         |      lambda_x_6     |       2.820270      |       0.511992      |        False        
    pie_derecho      |         True         |      lambda_x_7     |       3.512815      |       0.518597      |        False        
    pie_derecho      |         True         |      lambda_x_8     |       4.139952      |       0.524493      |        False        
    pie_derecho      |         True         |      lambda_x_9     |       3.466150      |       0.433439      |        False        
    pie_derecho      |         True         |     lambda_x_10     |       2.028017      |       0.567049      |        False        
    pie_derecho      |         True         |     lambda_x_11     |       3.167558      |       0.504825      |        False        
    pie_derecho      |         True         |     lambda_x_12     |       3.263306      |       0.534384      |        False        
    pie_derecho      |         True         |     lambda_x_13     |       4.022406      |       0.698037      |        False        
    pie_derecho      |         True         |     lambda_x_14     |       3.858003      |       0.658032      |        False        
    pie_derecho      |         True         |     lambda_x_15     |       3.446179      |       0.505390      |        False        
    pie_derecho      |         True         |     lambda_x_16     |       2.963096      |       0.492576      |        False        
    pie_derecho      |         True         |     lambda_x_17     |       3.140838      |       0.597686      |        False        
    pie_derecho      |         True         |     lambda_x_18     |       2.886639      |       0.696734      |        False        
    pie_derecho      |         True         |     lambda_x_19     |       2.539389      |       0.496952      |        False        
    pie_derecho      |         True         |     lambda_x_20     |       3.080237      |       0.463355      |        False        
    pie_derecho      |         True         |      lambda_y_1     |       6.892354      |       0.413554      |        False        
    pie_derecho      |         True         |      lambda_y_2     |       4.998163      |       0.453199      |        False        
    pie_derecho      |         True         |      lambda_y_3     |       6.185479      |       0.550466      |        False        
    pie_derecho      |         True         |      lambda_y_4     |       3.976503      |       0.497354      |        False        
    pie_derecho      |         True         |      lambda_y_5     |       5.036367      |       0.375871      |        False        
    pie_derecho      |         True         |      lambda_y_6     |       4.849482      |       0.673441      |        False        
    pie_derecho      |         True         |      lambda_y_7     |       4.879354      |       0.998912      |        False        
    pie_derecho      |         True         |      lambda_y_8     |       4.307014      |       0.730419      |        False        
    pie_derecho      |         True         |      lambda_y_9     |       4.546677      |       0.556611      |        False        
    pie_derecho      |         True         |     lambda_y_10     |       3.511167      |       0.593359      |        False        
    pie_derecho      |         True         |     lambda_y_11     |       4.467732      |       0.560533      |        False        
    pie_derecho      |         True         |     lambda_y_12     |       4.589593      |       0.668346      |        False        
    pie_derecho      |         True         |     lambda_y_13     |       5.071541      |       0.737773      |        False        
    pie_derecho      |         True         |     lambda_y_14     |       5.571784      |       0.742506      |        False        
    pie_derecho      |         True         |     lambda_y_15     |       6.403236      |       0.794274      |        False        
    pie_derecho      |         True         |     lambda_y_16     |       4.789676      |       0.674017      |        False        
    pie_derecho      |         True         |     lambda_y_17     |       7.470002      |       0.755552      |        False        
    pie_derecho      |         True         |     lambda_y_18     |       4.519238      |       0.592824      |        False        
    pie_derecho      |         True         |     lambda_y_19     |       4.578435      |       0.439806      |        False        
    pie_derecho      |         True         |     lambda_y_20     |       4.407362      |       0.850971      |        False        
    pie_derecho      |         True         |      lambda_z_1     |       3.497618      |       0.469576      |        False        
    pie_derecho      |         True         |      lambda_z_2     |       3.612791      |       0.398999      |        False        
    pie_derecho      |         True         |      lambda_z_3     |       3.864269      |       0.346697      |        False        
    pie_derecho      |         True         |      lambda_z_4     |       4.243885      |       0.682492      |        False        
    pie_derecho      |         True         |      lambda_z_5     |       3.365340      |       0.515088      |        False        
    pie_derecho      |         True         |      lambda_z_6     |       4.148125      |       0.453782      |        False        
    pie_derecho      |         True         |      lambda_z_7     |       4.434207      |       0.686427      |        False        
    pie_derecho      |         True         |      lambda_z_8     |       4.952356      |       0.504907      |        False        
    pie_derecho      |         True         |      lambda_z_9     |       2.586755      |       0.419254      |        False        
    pie_derecho      |         True         |     lambda_z_10     |       2.817698      |       0.434397      |        False        
    pie_derecho      |         True         |     lambda_z_11     |       3.811077      |       0.393547      |        False        
    pie_derecho      |         True         |     lambda_z_12     |       4.997306      |       0.428395      |        False        
    pie_derecho      |         True         |     lambda_z_13     |       6.633195      |       0.348350      |        False        
    pie_derecho      |         True         |     lambda_z_14     |       3.499480      |       0.478324      |        False        
    pie_derecho      |         True         |     lambda_z_15     |       4.853255      |       0.377236      |        False        
    pie_derecho      |         True         |     lambda_z_16     |       3.951116      |       0.340279      |        False        
    pie_derecho      |         True         |     lambda_z_17     |       3.900817      |       0.369027      |        False        
    pie_derecho      |         True         |     lambda_z_18     |       2.876952      |       0.423040      |        False        
    pie_derecho      |         True         |     lambda_z_19     |       4.245755      |       0.600984      |        False        
    pie_derecho      |         True         |     lambda_z_20     |       2.734666      |       0.396842      |        False        
    pie_derecho      |         True         |     lambda_yz_1     |      26.525336      |       0.708606      |        False        
    pie_derecho      |         True         |     lambda_yz_2     |      22.090021      |       0.934230      |        False        
    pie_derecho      |         True         |     lambda_yz_3     |      28.690292      |       0.522652      |        False        
    pie_derecho      |         True         |     lambda_yz_4     |      21.889814      |       0.650257      |        False        
    pie_derecho      |         True         |     lambda_yz_5     |      21.994432      |       0.912162      |        False        
    pie_derecho      |         True         |     lambda_yz_6     |      23.394046      |       0.615832      |        False        
    pie_derecho      |         True         |     lambda_yz_7     |      20.755114      |       0.688406      |        False        
    pie_derecho      |         True         |     lambda_yz_8     |      22.880659      |       0.672966      |        False        
    pie_derecho      |         True         |     lambda_yz_9     |      18.836015      |       0.685666      |        False        
    pie_derecho      |         True         |     lambda_yz_10    |      18.702123      |       0.945233      |        False        
    pie_derecho      |         True         |     lambda_yz_11    |      18.878917      |       0.893945      |        False        
    pie_derecho      |         True         |     lambda_yz_12    |      23.208116      |       0.535309      |        False        
    pie_derecho      |         True         |     lambda_yz_13    |      18.862655      |       0.656174      |        False        
    pie_derecho      |         True         |     lambda_yz_14    |      24.249810      |       0.668555      |        False        
    pie_derecho      |         True         |     lambda_yz_15    |      25.258648      |       0.623209      |        False        
    pie_derecho      |         True         |     lambda_yz_16    |      25.123355      |       0.671523      |        False        
    pie_derecho      |         True         |     lambda_yz_17    |      25.604550      |       0.651470      |        False        
    pie_derecho      |         True         |     lambda_yz_18    |      19.542971      |       0.914512      |        False        
    pie_derecho      |         True         |     lambda_yz_19    |      21.491465      |       0.931243      |        False        
    pie_derecho      |         True         |     lambda_yz_20    |      20.710503      |       0.677994      |        False        
    pie_derecho      |         True         |     lambda_xyz_1    |      26.289059      |       0.657050      |        False        
    pie_derecho      |         True         |     lambda_xyz_2    |      22.702493      |       0.774045      |        False        
    pie_derecho      |         True         |     lambda_xyz_3    |      26.077256      |       0.577982      |        False        
    pie_derecho      |         True         |     lambda_xyz_4    |      26.206470      |       0.671549      |        False        
    pie_derecho      |         True         |     lambda_xyz_5    |      24.333428      |       0.763354      |        False        
    pie_derecho      |         True         |     lambda_xyz_6    |      26.119381      |       0.563148      |        False        
    pie_derecho      |         True         |     lambda_xyz_7    |      26.070650      |       0.540054      |        False        
    pie_derecho      |         True         |     lambda_xyz_8    |      23.882169      |       0.661589      |        False        
    pie_derecho      |         True         |     lambda_xyz_9    |      25.318273      |       0.499551      |        False        
    pie_derecho      |         True         |    lambda_xyz_10    |      25.274285      |       0.551598      |        False        
    pie_derecho      |         True         |    lambda_xyz_11    |      27.280512      |       0.532053      |        False        
    pie_derecho      |         True         |    lambda_xyz_12    |      23.884782      |       0.639470      |        False        
    pie_derecho      |         True         |    lambda_xyz_13    |      28.835076      |       0.430383      |        False        
    pie_derecho      |         True         |    lambda_xyz_14    |      30.293729      |       0.459231      |        False        
    pie_derecho      |         True         |    lambda_xyz_15    |      26.272918      |       0.738812      |        False        
    pie_derecho      |         True         |    lambda_xyz_16    |      25.419699      |       0.682777      |        False        
    pie_derecho      |         True         |    lambda_xyz_17    |      22.708096      |       0.700684      |        False        
    pie_derecho      |         True         |    lambda_xyz_18    |      23.486919      |       0.602191      |        False        
    pie_derecho      |         True         |    lambda_xyz_19    |      26.163624      |       0.783839      |        False        
    pie_derecho      |         True         |    lambda_xyz_20    |      24.702812      |       0.728057      |        False        
 rodilla_izquierda   |        False         |      ancho pie      |       0.001168      |       0.000135      |         True        
 rodilla_izquierda   |        False         |      largo pie      |       0.004884      |       0.639047      |        False        
 rodilla_izquierda   |        False         |  distancia talones  |       0.002659      |       0.363753      |        False        
 rodilla_izquierda   |        False         |     largo tibia     |       0.002184      |       0.518546      |        False        
 rodilla_izquierda   |        False         |     largo muslo     |       0.000966      |       0.000059      |         True        
 rodilla_izquierda   |        False         |     largo lumbar    |       0.002725      |       0.213033      |        False        
 rodilla_izquierda   |        False         |         edad        |       0.005945      |       0.107587      |        False        
 rodilla_izquierda   |        False         |        altura       |       0.001152      |       0.000039      |         True        
 rodilla_izquierda   |        False         |         peso        |       0.000581      |       0.000000      |         True        
 rodilla_izquierda   |        False         |        LLE_x        |       0.584237      |       0.921007      |        False        
 rodilla_izquierda   |        False         |        LLE_y        |       0.577242      |       0.315762      |        False        
 rodilla_izquierda   |        False         |        LLE_z        |       0.434479      |       0.805669      |        False        
 rodilla_izquierda   |        False         |        LLE_yz       |       1.026021      |       0.424215      |        False        
 rodilla_izquierda   |        False         |       LLE_xyz       |       4.146059      |       0.114192      |        False        
 rodilla_izquierda   |        False         |      lambda_x_1     |       2.007176      |       0.795966      |        False        
 rodilla_izquierda   |        False         |      lambda_x_2     |       1.853961      |       0.823654      |        False        
 rodilla_izquierda   |        False         |      lambda_x_3     |       1.716407      |       0.891150      |        False        
 rodilla_izquierda   |        False         |      lambda_x_4     |       1.456655      |       0.883222      |        False        
 rodilla_izquierda   |        False         |      lambda_x_5     |       1.661636      |       0.443357      |        False        
 rodilla_izquierda   |        False         |      lambda_x_6     |       1.551963      |       0.977449      |        False        
 rodilla_izquierda   |        False         |      lambda_x_7     |       1.867697      |       0.686422      |        False        
 rodilla_izquierda   |        False         |      lambda_x_8     |       2.263824      |       0.683125      |        False        
 rodilla_izquierda   |        False         |      lambda_x_9     |       1.918907      |       0.640546      |        False        
 rodilla_izquierda   |        False         |     lambda_x_10     |       1.056766      |       0.327276      |        False        
 rodilla_izquierda   |        False         |     lambda_x_11     |       1.712866      |       0.999566      |        False        
 rodilla_izquierda   |        False         |     lambda_x_12     |       1.702070      |       0.936745      |        False        
 rodilla_izquierda   |        False         |     lambda_x_13     |       2.111448      |       0.159287      |        False        
 rodilla_izquierda   |        False         |     lambda_x_14     |       2.086871      |       0.837872      |        False        
 rodilla_izquierda   |        False         |     lambda_x_15     |       1.874827      |       0.176237      |        False        
 rodilla_izquierda   |        False         |     lambda_x_16     |       1.640117      |       0.128713      |        False        
 rodilla_izquierda   |        False         |     lambda_x_17     |       1.742157      |       0.951592      |        False        
 rodilla_izquierda   |        False         |     lambda_x_18     |       1.476997      |       0.052837      |        False        
 rodilla_izquierda   |        False         |     lambda_x_19     |       1.367142      |       0.723594      |        False        
 rodilla_izquierda   |        False         |     lambda_x_20     |       1.607007      |       0.344391      |        False        
 rodilla_izquierda   |        False         |      lambda_y_1     |       4.119614      |       0.276283      |        False        
 rodilla_izquierda   |        False         |      lambda_y_2     |       2.633766      |       0.685363      |        False        
 rodilla_izquierda   |        False         |      lambda_y_3     |       3.310258      |       0.464305      |        False        
 rodilla_izquierda   |        False         |      lambda_y_4     |       2.170812      |       0.602210      |        False        
 rodilla_izquierda   |        False         |      lambda_y_5     |       2.881881      |       0.224484      |        False        
 rodilla_izquierda   |        False         |      lambda_y_6     |       2.615827      |       0.170966      |        False        
 rodilla_izquierda   |        False         |      lambda_y_7     |       2.634638      |       0.907377      |        False        
 rodilla_izquierda   |        False         |      lambda_y_8     |       2.243979      |       0.954485      |        False        
 rodilla_izquierda   |        False         |      lambda_y_9     |       2.505809      |       0.530257      |        False        
 rodilla_izquierda   |        False         |     lambda_y_10     |       1.889267      |       0.640903      |        False        
 rodilla_izquierda   |        False         |     lambda_y_11     |       2.382175      |       0.994918      |        False        
 rodilla_izquierda   |        False         |     lambda_y_12     |       2.413570      |       0.503494      |        False        
 rodilla_izquierda   |        False         |     lambda_y_13     |       2.631410      |       0.324399      |        False        
 rodilla_izquierda   |        False         |     lambda_y_14     |       2.907019      |       0.059897      |        False        
 rodilla_izquierda   |        False         |     lambda_y_15     |       3.391959      |       0.866921      |        False        
 rodilla_izquierda   |        False         |     lambda_y_16     |       2.559409      |       0.226286      |        False        
 rodilla_izquierda   |        False         |     lambda_y_17     |       3.884642      |       0.783426      |        False        
 rodilla_izquierda   |        False         |     lambda_y_18     |       2.525955      |       0.856870      |        False        
 rodilla_izquierda   |        False         |     lambda_y_19     |       2.396658      |       0.882864      |        False        
 rodilla_izquierda   |        False         |     lambda_y_20     |       2.329726      |       0.495770      |        False        
 rodilla_izquierda   |        False         |      lambda_z_1     |       1.986519      |       0.607653      |        False        
 rodilla_izquierda   |        False         |      lambda_z_2     |       1.999998      |       0.564855      |        False        
 rodilla_izquierda   |        False         |      lambda_z_3     |       2.185100      |       0.860064      |        False        
 rodilla_izquierda   |        False         |      lambda_z_4     |       2.371075      |       0.875633      |        False        
 rodilla_izquierda   |        False         |      lambda_z_5     |       1.831232      |       0.212253      |        False        
 rodilla_izquierda   |        False         |      lambda_z_6     |       2.155145      |       0.245138      |        False        
 rodilla_izquierda   |        False         |      lambda_z_7     |       2.339527      |       0.205059      |        False        
 rodilla_izquierda   |        False         |      lambda_z_8     |       2.693674      |       0.713630      |        False        
 rodilla_izquierda   |        False         |      lambda_z_9     |       1.405208      |       0.635579      |        False        
 rodilla_izquierda   |        False         |     lambda_z_10     |       1.467930      |       0.678668      |        False        
 rodilla_izquierda   |        False         |     lambda_z_11     |       1.989723      |       0.100857      |        False        
 rodilla_izquierda   |        False         |     lambda_z_12     |       2.648120      |       0.995529      |        False        
 rodilla_izquierda   |        False         |     lambda_z_13     |       3.553064      |       0.987233      |        False        
 rodilla_izquierda   |        False         |     lambda_z_14     |       1.967290      |       0.237051      |        False        
 rodilla_izquierda   |        False         |     lambda_z_15     |       2.644948      |       0.938541      |        False        
 rodilla_izquierda   |        False         |     lambda_z_16     |       2.059444      |       0.017853      |         True        
 rodilla_izquierda   |        False         |     lambda_z_17     |       2.009222      |       0.077134      |        False        
 rodilla_izquierda   |        False         |     lambda_z_18     |       1.500958      |       0.955446      |        False        
 rodilla_izquierda   |        False         |     lambda_z_19     |       2.210977      |       0.287136      |        False        
 rodilla_izquierda   |        False         |     lambda_z_20     |       1.445115      |       0.094944      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_1     |      14.500092      |       0.528262      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_2     |      11.921981      |       0.235708      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_3     |      15.196310      |       0.168147      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_4     |      11.347527      |       0.234874      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_5     |      11.614456      |       0.495525      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_6     |      12.051390      |       0.126074      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_7     |      10.885315      |       0.455248      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_8     |      11.918831      |       0.094327      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_9     |      10.015215      |       0.938929      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_10    |       9.890983      |       0.494923      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_11    |      10.104618      |       0.837387      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_12    |      11.966410      |       0.325581      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_13    |       9.979297      |       0.522205      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_14    |      12.635812      |       0.079299      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_15    |      13.112589      |       0.434280      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_16    |      13.028467      |       0.149173      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_17    |      13.656755      |       0.965047      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_18    |      10.142589      |       0.406606      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_19    |      11.284428      |       0.953413      |        False        
 rodilla_izquierda   |        False         |     lambda_yz_20    |      10.878803      |       0.743346      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_1    |      14.033189      |       0.514657      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_2    |      12.060010      |       0.357780      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_3    |      13.824318      |       0.956728      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_4    |      14.640774      |       0.601250      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_5    |      13.189659      |       0.663364      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_6    |      13.713813      |       0.072060      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_7    |      14.119462      |       0.350205      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_8    |      12.748604      |       0.310414      |        False        
 rodilla_izquierda   |        False         |     lambda_xyz_9    |      13.885651      |       0.483213      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_10    |      13.977427      |       0.305520      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_11    |      15.334419      |       0.368752      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_12    |      12.880284      |       0.607288      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_13    |      15.691524      |       0.367100      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_14    |      16.287518      |       0.252717      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_15    |      14.151598      |       0.450350      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_16    |      13.277628      |       0.106984      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_17    |      11.963385      |       0.537293      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_18    |      12.453571      |       0.104617      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_19    |      13.938653      |       0.703976      |        False        
 rodilla_izquierda   |        False         |    lambda_xyz_20    |      13.175244      |       0.164544      |        False        
 rodilla_izquierda   |         True         |      ancho pie      |       0.001168      |       0.000135      |         True        
 rodilla_izquierda   |         True         |      largo pie      |       0.004884      |       0.639047      |        False        
 rodilla_izquierda   |         True         |  distancia talones  |       0.002659      |       0.363753      |        False        
 rodilla_izquierda   |         True         |     largo tibia     |       0.002184      |       0.518546      |        False        
 rodilla_izquierda   |         True         |     largo muslo     |       0.000966      |       0.000059      |         True        
 rodilla_izquierda   |         True         |     largo lumbar    |       0.002725      |       0.213033      |        False        
 rodilla_izquierda   |         True         |         edad        |       0.005945      |       0.107587      |        False        
 rodilla_izquierda   |         True         |        altura       |       0.001152      |       0.000039      |         True        
 rodilla_izquierda   |         True         |         peso        |       0.000581      |       0.000000      |         True        
 rodilla_izquierda   |         True         |        LLE_x        |       0.584237      |       0.921007      |        False        
 rodilla_izquierda   |         True         |        LLE_y        |       0.577242      |       0.315762      |        False        
 rodilla_izquierda   |         True         |        LLE_z        |       0.434479      |       0.805669      |        False        
 rodilla_izquierda   |         True         |        LLE_yz       |       1.026021      |       0.424215      |        False        
 rodilla_izquierda   |         True         |       LLE_xyz       |       4.146059      |       0.114192      |        False        
 rodilla_izquierda   |         True         |      lambda_x_1     |       2.007175      |       0.795966      |        False        
 rodilla_izquierda   |         True         |      lambda_x_2     |       1.853961      |       0.823654      |        False        
 rodilla_izquierda   |         True         |      lambda_x_3     |       1.716407      |       0.891150      |        False        
 rodilla_izquierda   |         True         |      lambda_x_4     |       1.456655      |       0.883222      |        False        
 rodilla_izquierda   |         True         |      lambda_x_5     |       1.661636      |       0.443357      |        False        
 rodilla_izquierda   |         True         |      lambda_x_6     |       1.551963      |       0.977449      |        False        
 rodilla_izquierda   |         True         |      lambda_x_7     |       1.867697      |       0.686422      |        False        
 rodilla_izquierda   |         True         |      lambda_x_8     |       2.263824      |       0.683125      |        False        
 rodilla_izquierda   |         True         |      lambda_x_9     |       1.918907      |       0.640546      |        False        
 rodilla_izquierda   |         True         |     lambda_x_10     |       1.056766      |       0.327276      |        False        
 rodilla_izquierda   |         True         |     lambda_x_11     |       1.712866      |       0.999566      |        False        
 rodilla_izquierda   |         True         |     lambda_x_12     |       1.702070      |       0.936745      |        False        
 rodilla_izquierda   |         True         |     lambda_x_13     |       2.111447      |       0.159287      |        False        
 rodilla_izquierda   |         True         |     lambda_x_14     |       2.086871      |       0.837872      |        False        
 rodilla_izquierda   |         True         |     lambda_x_15     |       1.874827      |       0.176237      |        False        
 rodilla_izquierda   |         True         |     lambda_x_16     |       1.640117      |       0.128713      |        False        
 rodilla_izquierda   |         True         |     lambda_x_17     |       1.742157      |       0.951592      |        False        
 rodilla_izquierda   |         True         |     lambda_x_18     |       1.476997      |       0.052837      |        False        
 rodilla_izquierda   |         True         |     lambda_x_19     |       1.367142      |       0.723594      |        False        
 rodilla_izquierda   |         True         |     lambda_x_20     |       1.607007      |       0.344391      |        False        
 rodilla_izquierda   |         True         |      lambda_y_1     |       4.119613      |       0.276283      |        False        
 rodilla_izquierda   |         True         |      lambda_y_2     |       2.633766      |       0.685363      |        False        
 rodilla_izquierda   |         True         |      lambda_y_3     |       3.310257      |       0.464305      |        False        
 rodilla_izquierda   |         True         |      lambda_y_4     |       2.170811      |       0.602210      |        False        
 rodilla_izquierda   |         True         |      lambda_y_5     |       2.881881      |       0.224484      |        False        
 rodilla_izquierda   |         True         |      lambda_y_6     |       2.615827      |       0.170966      |        False        
 rodilla_izquierda   |         True         |      lambda_y_7     |       2.634638      |       0.907377      |        False        
 rodilla_izquierda   |         True         |      lambda_y_8     |       2.243979      |       0.954485      |        False        
 rodilla_izquierda   |         True         |      lambda_y_9     |       2.505809      |       0.530257      |        False        
 rodilla_izquierda   |         True         |     lambda_y_10     |       1.889267      |       0.640903      |        False        
 rodilla_izquierda   |         True         |     lambda_y_11     |       2.382175      |       0.994918      |        False        
 rodilla_izquierda   |         True         |     lambda_y_12     |       2.413570      |       0.503494      |        False        
 rodilla_izquierda   |         True         |     lambda_y_13     |       2.631410      |       0.324399      |        False        
 rodilla_izquierda   |         True         |     lambda_y_14     |       2.907019      |       0.059897      |        False        
 rodilla_izquierda   |         True         |     lambda_y_15     |       3.391959      |       0.866921      |        False        
 rodilla_izquierda   |         True         |     lambda_y_16     |       2.559409      |       0.226286      |        False        
 rodilla_izquierda   |         True         |     lambda_y_17     |       3.884642      |       0.783426      |        False        
 rodilla_izquierda   |         True         |     lambda_y_18     |       2.525955      |       0.856870      |        False        
 rodilla_izquierda   |         True         |     lambda_y_19     |       2.396658      |       0.882864      |        False        
 rodilla_izquierda   |         True         |     lambda_y_20     |       2.329726      |       0.495770      |        False        
 rodilla_izquierda   |         True         |      lambda_z_1     |       1.986519      |       0.607654      |        False        
 rodilla_izquierda   |         True         |      lambda_z_2     |       1.999998      |       0.564855      |        False        
 rodilla_izquierda   |         True         |      lambda_z_3     |       2.185100      |       0.860064      |        False        
 rodilla_izquierda   |         True         |      lambda_z_4     |       2.371075      |       0.875633      |        False        
 rodilla_izquierda   |         True         |      lambda_z_5     |       1.831232      |       0.212253      |        False        
 rodilla_izquierda   |         True         |      lambda_z_6     |       2.155145      |       0.245138      |        False        
 rodilla_izquierda   |         True         |      lambda_z_7     |       2.339527      |       0.205059      |        False        
 rodilla_izquierda   |         True         |      lambda_z_8     |       2.693673      |       0.713630      |        False        
 rodilla_izquierda   |         True         |      lambda_z_9     |       1.405208      |       0.635579      |        False        
 rodilla_izquierda   |         True         |     lambda_z_10     |       1.467930      |       0.678668      |        False        
 rodilla_izquierda   |         True         |     lambda_z_11     |       1.989723      |       0.100857      |        False        
 rodilla_izquierda   |         True         |     lambda_z_12     |       2.648120      |       0.995529      |        False        
 rodilla_izquierda   |         True         |     lambda_z_13     |       3.553063      |       0.987233      |        False        
 rodilla_izquierda   |         True         |     lambda_z_14     |       1.967290      |       0.237051      |        False        
 rodilla_izquierda   |         True         |     lambda_z_15     |       2.644948      |       0.938541      |        False        
 rodilla_izquierda   |         True         |     lambda_z_16     |       2.059443      |       0.017853      |         True        
 rodilla_izquierda   |         True         |     lambda_z_17     |       2.009222      |       0.077134      |        False        
 rodilla_izquierda   |         True         |     lambda_z_18     |       1.500958      |       0.955447      |        False        
 rodilla_izquierda   |         True         |     lambda_z_19     |       2.210977      |       0.287136      |        False        
 rodilla_izquierda   |         True         |     lambda_z_20     |       1.445115      |       0.094944      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_1     |      14.500091      |       0.528262      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_2     |      11.921980      |       0.235708      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_3     |      15.196309      |       0.168147      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_4     |      11.347527      |       0.234874      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_5     |      11.614456      |       0.495525      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_6     |      12.051389      |       0.126074      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_7     |      10.885314      |       0.455248      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_8     |      11.918831      |       0.094327      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_9     |      10.015215      |       0.938929      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_10    |       9.890983      |       0.494923      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_11    |      10.104617      |       0.837388      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_12    |      11.966409      |       0.325581      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_13    |       9.979296      |       0.522205      |        False        
 rodilla_izquierda   |         True         |     lambda_yz_14    |      12.635812      |       0.079299      |        False        
